x, y, theta, stamp, 
-0.09520114984119889, 0.0003968413268928128, -0.005788892435137501, 92337000000, 
-0.09520115538248755, 0.0003968414108046957, -0.00578889186789205, 92371000000, 
-0.09520117896254705, 0.00039684163567705406, -0.005788891470685805, 92405000000, 
-0.09520118742519999, 0.0003968417461047247, -0.005788890972340886, 92439000000, 
-0.09174835174142935, 0.00035684071781120027, -0.005801767576882683, 92507000000, 
-0.08714385911417025, 0.00030328926208013894, -0.0058192894341734976, 92609000000, 
-0.08598100543014191, 0.00028973754945807673, -0.00581890920384538, 92711000000, 
-0.08482124708667743, 0.00027624680901018356, -0.005820181921028133, 92813000000, 
-0.08366544688575857, 0.0002627764564903991, -0.005820964398447121, 92915000000, 
-0.08251265431790984, 0.0002493315185063979, -0.005821139019910499, 93017000000, 
-0.08135773904404868, 0.0002358983873482686, -0.005821150225648899, 93119000000, 
-0.08019929778315975, 0.00022239669121578513, -0.0058210495497975166, 93221000000, 
-0.07903981316400584, 0.00020889071280915457, -0.005821235917185717, 93323000000, 
-0.07788200985835084, 0.0001953955974083307, -0.005821468334085859, 93425000000, 
-0.07672769828235, 0.00018196684210538297, -0.0058210374313264765, 93493000000, 
-0.07557299865858384, 0.00016851532349327817, -0.005821150666773152, 93595000000, 
-0.07441741359271731, 0.00015504874756157438, -0.005821268199987961, 93697000000, 
-0.07325936605119558, 0.0001415526918173254, -0.00582137956401575, 93799000000, 
-0.07210088207980093, 0.0001280711145988571, -0.005821465513929316, 93901000000, 
-0.0686330667606207, 8.767005173642248e-05, -0.005821727649987968, 94003000000, 
-0.06170035431693803, 6.939274811247606e-06, -0.005822286397153697, 94105000000, 
-0.051299513520115976, -0.00011419273216680899, -0.005822541880097769, 94207000000, 
-0.037430253220164036, -0.00027572147538056725, -0.005822649331045764, 94309000000, 
-0.020229403845514617, -0.00047524157411877655, -0.0056317712384538095, 94411000000, 
-0.002149150012368893, -0.0006539065153941265, -0.004426724166987531, 94513000000, 
0.012468060575954358, -0.0007667315464491564, -0.0032845197968966954, 94615000000, 
0.02362282193377077, -0.0008284284970413721, -0.0021875115984831745, 94717000000, 
0.03130526041690043, -0.0008542123686999999, -0.0010965812752696188, 94819000000, 
0.03551166564987917, -0.0008592974659996405, -1.2887584411478174e-06, 94921000000, 
0.036660193082757704, -0.0008592442895092382, -6.128622270397508e-05, 95023000000, 
0.0378081712268358, -0.0008592802233458412, -3.817405764188683e-06, 95125000000, 
0.03896143469187034, -0.0008593337559132745, 4.505567318901357e-05, 95193000000, 
0.040119383964477916, -0.0008594466948941989, 3.281234578806386e-05, 95295000000, 
0.04128296317261978, -0.0008595464783264174, 3.377178364981819e-05, 95397000000, 
0.04244843774175999, -0.0008595982124575816, 4.012748871228331e-05, 95499000000, 
0.04591825464853755, -0.0008593816473324703, 5.021916517921346e-05, 95601000000, 
0.05284775257885868, -0.0008587327297775345, 5.8688196354776606e-05, 95703000000, 
0.06324422909252367, -0.0008575158850443215, 6.616542661694936e-05, 95805000000, 
0.07710950810000974, -0.0008556609726917229, 7.356882284935225e-05, 95907000000, 
0.09415670616072346, -0.0008489712210975265, 0.001032577757028947, 96009000000, 
0.1130465377920437, -0.0006691148191547125, 0.007886161863898138, 96111000000, 
0.13217313574681794, -0.00015264667025491666, 0.018686178246915663, 96213000000, 
0.15119403308385004, 0.0007787058677431257, 0.029868872363501057, 96315000000, 
0.17007030329488748, 0.002150601211445768, 0.04269863212874563, 96417000000, 
0.18766760455184978, 0.003980763537732276, 0.06143261327532363, 96519000000, 
0.20158974734110455, 0.005972185429151629, 0.08072779379223556, 96621000000, 
0.20892665858680337, 0.007268807025371102, 0.09362840698044801, 96689000000, 
