x,y,theta,stamp
-0.8169109448086184,-3.0602242401523436,0.01659613039025469,1471764000000
-0.8169109542556263,-3.060224240426369,0.01659613116287563,1471798000000
-0.8169109651745475,-3.060224240570367,0.01659613199081829,1471832000000
-0.8169109869904058,-3.0602242409613756,0.016596132680017993,1471866000000
-0.8169109979134508,-3.060224241114229,0.01659613345991922,1471900000000
-0.8169109985069718,-3.0602242410648732,0.016596134392430812,1471934000000
-0.8169109883200124,-3.060224240967703,0.0165961354636839,1471968000000
-0.816910969580103,-3.0602242406995286,0.01659613653806669,1472002000000
-0.8169109463763936,-3.0602242403051427,0.016596137654229345,1472036000000
-0.8169109301696147,-3.06022423993658,0.01659613882112196,1472070000000
-0.8169109219753635,-3.060224239911641,0.01659613981254898,1472104000000
-0.8169109213733073,-3.060224239914864,0.016596140698390553,1472138000000
-0.8169109402642863,-3.060224240174325,0.016596141404519264,1472172000000
-0.8169109534793895,-3.0602242404639997,0.016596142217830408,1472206000000
-0.8169109663301565,-3.0602242406652347,0.016596142964671375,1472240000000
-0.8169109701125301,-3.0602242407100566,0.01659614385896695,1472274000000
-0.8169109635791331,-3.060224240554689,0.016596144884730702,1472308000000
-0.8169109465353741,-3.060224240267274,0.01659614598248261,1472342000000
-0.816910919085611,-3.0602242398967867,0.016596147163606318,1472376000000
-0.8169109065662842,-3.0602242396663755,0.016596148252889065,1472410000000
-0.8169108947216726,-3.060224239498268,0.01659614926921937,1472444000000
-0.8169109075077038,-3.060224239641272,0.016596150050780967,1472478000000
-0.8169109182573767,-3.0602242398868285,0.016596150803337432,1472512000000
-0.8169109388503387,-3.060224240210703,0.01659615159498346,1472546000000
-0.8169109464641742,-3.0602242403821553,0.016596152375679327,1472580000000
-0.8169109494838799,-3.060224240431356,0.016596153248980793,1472614000000
-0.8169109460457012,-3.0602242403632824,0.01659615425144862,1472648000000
-0.8169109323608631,-3.0602242401008275,0.016596155311156637,1472682000000
-0.816910908438067,-3.060224239637016,0.016596156454283337,1472716000000
-0.8169108786539957,-3.060224239265094,0.016596157694462044,1472750000000
-0.8169108738662844,-3.060224239104583,0.0165961587237317,1472784000000
-0.8169108771116484,-3.0602242392339325,0.016596159536235475,1472818000000
-0.8169108836636405,-3.06022423936406,0.016596160375063885,1472852000000
