x, y, theta, stamp, 
-0.09503087094690055, 0.00021822445900589456, -0.004672821902704618, 83614000000, 
-0.09503085704398738, 0.00021822427996216222, -0.004672821429884391, 83648000000, 
-0.09503083675624927, 0.0002182240651696533, -0.00467282081395063, 83682000000, 
-0.09394297635799696, 0.00020819543912457649, -0.00447117771767952, 83716000000, 
-0.09228471416841925, 0.00019641739776480975, -0.001958088289523262, 83750000000, 
-0.08784933910683956, 0.00025753606527974525, 0.012562463106262533, 83852000000, 
-0.08173403921224268, 0.0005985859561794366, 0.03849104536825662, 83954000000, 
-0.07397859050756458, 0.0015225448303063274, 0.07530007040247913, 84056000000, 
-0.06479754229156982, 0.0034074571238691233, 0.12227158466159602, 84158000000, 
-0.05501675745651813, 0.006461857384479115, 0.1754321314555487, 84260000000, 
-0.04561623788270883, 0.010514736168813751, 0.2266692102656097, 84362000000, 
-0.03671977813492365, 0.015497888440773712, 0.27621561212340934, 84464000000, 
-0.02842334728470967, 0.02132582800436295, 0.32408283840091867, 84566000000, 
-0.02082116330472498, 0.027886125567927054, 0.3703077842711122, 84668000000, 
-0.01645289209012535, 0.032313949660203276, 0.4003045545217856, 84736000000, 
-0.010094082272263698, 0.039836184269145175, 0.4433639051143229, 84838000000, 
-0.004526587757065533, 0.04783810189542553, 0.48454040076287835, 84940000000, 
0.00023296789377765708, 0.056229803342767906, 0.5238216145423233, 85042000000, 
0.004184399079457154, 0.06493881975302197, 0.561243903260981, 85144000000, 
0.007822405561674997, 0.07528870365221281, 0.5947450388078771, 85246000000, 
0.010601822578898246, 0.08586202705351144, 0.6266412595558044, 85348000000, 
0.012536647360013094, 0.0965882724774918, 0.6564467546824603, 85450000000, 
0.013646431514370769, 0.10739923609830228, 0.6842366319593812, 85552000000, 
0.01395477170235681, 0.11823025026093487, 0.7102221531707769, 85654000000, 
0.013457769673803258, 0.1274509210418863, 0.7389098339827772, 85756000000, 
0.012264622847192756, 0.13699769440685378, 0.7608793475523208, 85858000000, 
0.010449708333107422, 0.14633008236594572, 0.7818711240902709, 85960000000, 
0.008021642446618123, 0.15546279877432548, 0.8018101174474245, 86062000000, 
0.00503149053086325, 0.16437424362857503, 0.8204343935975668, 86164000000, 
0.0029212487310633123, 0.16973931610379506, 0.8320750973345006, 86232000000, 
-0.0008940846460586056, 0.17819202891196562, 0.8485070542825603, 86334000000, 
-0.005179402847182188, 0.1863459679684672, 0.8637789356222437, 86436000000, 
-0.010089634155786769, 0.19451122000966803, 0.8767398983502481, 86538000000, 
-0.015383204770641427, 0.20236736287228943, 0.8889210202430023, 86640000000, 
-0.02181438414319551, 0.21094978866001857, 0.8995345426294679, 86742000000, 
-0.028640965950344967, 0.21923422546308935, 0.9091585495081073, 86844000000, 
-0.03583251142918473, 0.2272242453977744, 0.9177790427731568, 86946000000, 
-0.04335781178584076, 0.2349257733545625, 0.9254622213572739, 87048000000, 
-0.05118769236607701, 0.24234851046234876, 0.9322571144545938, 87150000000, 
-0.05929221847576718, 0.24950652383076827, 0.9382156259941975, 87252000000, 
-0.06764342072166193, 0.2564171746783048, 0.94338956779599, 87354000000, 
-0.07621459711113553, 0.2631016218278739, 0.9478303970272502, 87456000000, 
-0.08498143988503393, 0.26958289087294, 0.9515884254969894, 87558000000, 
-0.09255204561595963, 0.2747762382773571, 0.95758902105294, 87660000000, 
-0.10074889251269425, 0.28014645844099584, 0.9597485962917542, 87762000000, 
-0.10587939618130826, 0.28339873787021386, 0.9608903362186274, 87830000000, 
-0.11408816808222591, 0.2884692366317016, 0.9629586741740098, 87932000000, 
-0.12231281844770416, 0.2934024273772872, 0.9645929767246952, 88034000000, 
-0.13086452687199052, 0.2984158345620269, 0.9652707834124804, 88136000000, 
-0.14050654644755084, 0.30402120473769917, 0.9655161878860463, 88238000000, 
-0.15018033173912793, 0.3096397142265939, 0.965438212685488, 88340000000, 
-0.15987488733139602, 0.31530178893352756, 0.9649480814482854, 88442000000, 
-0.16957404767301826, 0.32103568222202905, 0.9640480385054881, 88544000000, 
-0.17797172115270612, 0.32606595482439454, 0.964009777512837, 88646000000, 
-0.18768751349543578, 0.331952369754999, 0.9619442158878011, 88748000000, 
-0.197349557842724, 0.33800481052087694, 0.9597645164923096, 88850000000, 
-0.20694168082884798, 0.34425422467903577, 0.9571137224269657, 88952000000, 
-0.21643977211478221, 0.3507237901874059, 0.9539179279558868, 89054000000, 
-0.22582189849221762, 0.35743632243818885, 0.9501598632701145, 89156000000, 
-0.23506299482891094, 0.3644157887267765, 0.9458203801546953, 89258000000, 
-0.24413566478141796, 0.37168375476605114, 0.9408637095227821, 89360000000, 
-0.25007594167630093, 0.3766990744177991, 0.9372562323627979, 89428000000, 
-0.2575958514136929, 0.3833601385155622, 0.9336304315303816, 89530000000, 
-0.2653249715669502, 0.39057887956894116, 0.9263215492534438, 89632000000, 
-0.2727555238750861, 0.3980609530776571, 0.9192160629754565, 89734000000, 
-0.28075240279319225, 0.4067744673519536, 0.9109867741953891, 89836000000, 
-0.2883956300170741, 0.41584310678854836, 0.9019737220977384, 89938000000, 
-0.29565471251895403, 0.4252674354850413, 0.8920824057199065, 90040000000, 
-0.3024949771080989, 0.43504052215652794, 0.8813081539883681, 90142000000, 
-0.3088812271771547, 0.4451544734956615, 0.8696031129180103, 90244000000, 
-0.31477639900446286, 0.4555983745915276, 0.8569237351319479, 90346000000, 
-0.32014361019132215, 0.4663577614291752, 0.8432340623846294, 90448000000, 
-0.3249469378172404, 0.4774129327821415, 0.8285064614750483, 90550000000, 
-0.3291511392809542, 0.48873837669400894, 0.8127200873944209, 90652000000, 
-0.3327218068563912, 0.5003036951783074, 0.7958582876030211, 90754000000, 
