x, y, theta, stamp, 
-2.0599898675754957e-07, 2.410270383279567e-07, -9.55763243837282e-06, 1709260353219487465, 
-2.2659892806586868e-07, 2.651297847933165e-07, -9.632855835661758e-06, 1709260353268886835, 
-2.2659892806586868e-07, 2.651297847933165e-07, -9.619974662200548e-06, 1709260353319519593, 
-2.2659892806586868e-07, 2.651297847933165e-07, -9.600982593838125e-06, 1709260353379404453, 
-2.2659892806586868e-07, 2.651297847933165e-07, -9.586196938471403e-06, 1709260353428395371, 
-2.2659892806586868e-07, 2.651297847933165e-07, -9.586196028976701e-06, 1709260353479405287, 
-2.2659892806586868e-07, 2.651297847933165e-07, -9.590558875061106e-06, 1709260353530410375, 
-2.0599895833584014e-07, 2.410270383279567e-07, -9.482957466389053e-06, 1709260353575604130, 
-2.0599895833584014e-07, 2.410270383279567e-07, -9.482962923357263e-06, 1709260353620127907, 
-2.0599895833584014e-07, 2.410270383279567e-07, -9.504458830633666e-06, 1709260353668421090, 
-1.853989743949569e-07, 2.169243060734516e-07, -9.415844942850526e-06, 1709260353735148759, 
-1.853989743949569e-07, 2.169243060734516e-07, -9.41584130487172e-06, 1709260353769396069, 
-1.853989743949569e-07, 2.169243060734516e-07, -9.44657494983403e-06, 1709260353829423589, 
-1.853989743949569e-07, 2.169243060734516e-07, -9.446585863770451e-06, 1709260353878421015, 
-1.853989743949569e-07, 2.169243060734516e-07, -9.465718903811648e-06, 1709260353929509495, 
-1.853989743949569e-07, 2.169243060734516e-07, -9.475188562646508e-06, 1709260354019679955, 
0.0013841076288372278, 5.206387140788138e-05, 0.0007492168806493282, 1709260354069537562, 
0.005341234616935253, 0.00025245093274861574, 0.003048504237085581, 1709260354120167305, 
0.013357790187001228, 0.0004181062104180455, 0.0067746262066066265, 1709260354180145521, 
0.05293355509638786, 0.002177014946937561, 0.024035198614001274, 1709260354374450880, 
0.08120077103376389, 0.003929744474589825, 0.034580957144498825, 1709260354519491434, 
0.1411418467760086, 0.010458173230290413, 0.05960226058959961, 1709260354819756352, 
0.16072140634059906, 0.013441945426166058, 0.06843219697475433, 1709260354920383379, 
0.18240980803966522, 0.01681452803313732, 0.07753687351942062, 1709260355029443311, 
0.2018207311630249, 0.020211802795529366, 0.08565320074558258, 1709260355129448735, 
0.21933217346668243, 0.023565446957945824, 0.09337984770536423, 1709260355220074613, 
0.23907701671123505, 0.027884777635335922, 0.11006031185388565, 1709260355320349632, 
0.26891398429870605, 0.03559398651123047, 0.1441887766122818, 1709260355475763466, 
0.2781410813331604, 0.03840954974293709, 0.1546848714351654, 1709260355524464576, 
0.2970437705516815, 0.04479978606104851, 0.18051818013191223, 1709260355624820426, 
0.3173351585865021, 0.05321365222334862, 0.20976050198078156, 1709260355735244416, 
0.34282004833221436, 0.06577065587043762, 0.25179323554039, 1709260355875467695, 
0.3511555790901184, 0.07062388211488724, 0.2671393156051636, 1709260355925461216, 
0.36708247661590576, 0.08121921122074127, 0.29523852467536926, 1709260356023784720, 
0.38185521960258484, 0.09187528491020203, 0.32093745470046997, 1709260356116043509, 
0.4067070186138153, 0.11294234544038773, 0.3652176558971405, 1709260356279465595, 
0.4141499102115631, 0.11982245743274689, 0.3782125413417816, 1709260356329466176, 
0.4267158508300781, 0.13266247510910034, 0.40235549211502075, 1709260356419798737, 
0.4398874044418335, 0.14762069284915924, 0.426705539226532, 1709260356519396922, 
0.4592122733592987, 0.1727137267589569, 0.45942234992980957, 1709260356679453817, 
0.4650365114212036, 0.18078112602233887, 0.47042199969291687, 1709260356729565929, 
0.47484302520751953, 0.1958428919315338, 0.4894108176231384, 1709260356820821091, 
0.4849621653556824, 0.21307091414928436, 0.5071766972541809, 1709260356919691753, 
0.4989987015724182, 0.2410658299922943, 0.5313609838485718, 1709260357079489846, 
0.5031313300132751, 0.25006386637687683, 0.5381632447242737, 1709260357129479215, 
0.510398268699646, 0.26637718081474304, 0.5520533919334412, 1709260357219816059, 
0.5176316499710083, 0.2846888601779938, 0.565481960773468, 1709260357319494646, 
0.5281239151954651, 0.31482139229774475, 0.5840082168579102, 1709260357479481596, 
0.5310991406440735, 0.32422882318496704, 0.5892776250839233, 1709260357529564195, 
0.5362198352813721, 0.3416996896266937, 0.5974807143211365, 1709260357619592826, 
0.5415061712265015, 0.36079177260398865, 0.6054046154022217, 1709260357719387001, 
0.5489413738250732, 0.3918696641921997, 0.6228387355804443, 1709260357879489848, 
0.5510415434837341, 0.40138429403305054, 0.6268515586853027, 1709260357929573462, 
0.5544912815093994, 0.41913625597953796, 0.6315553188323975, 1709260358019598061, 
0.558452308177948, 0.4384046792984009, 0.6354395151138306, 1709260358120227352, 
0.5644349455833435, 0.46975797414779663, 0.6375150680541992, 1709260358279479183, 
0.5663473606109619, 0.47931918501853943, 0.6375151872634888, 1709260358329481521, 
0.56931072473526, 0.497188001871109, 0.6417204737663269, 1709260358419604294, 
0.5723360776901245, 0.5166297554969788, 0.6474106907844543, 1709260358520350037, 
0.5775468349456787, 0.5478181838989258, 0.6461634635925293, 1709260358679516895, 
0.5793049931526184, 0.5572569966316223, 0.6449976563453674, 1709260358729498923, 
0.5827205181121826, 0.5749213695526123, 0.6412583589553833, 1709260358819606775, 
0.5867331027984619, 0.598629355430603, 0.6438499689102173, 1709260358940307752, 
0.5911798477172852, 0.6259316802024841, 0.6466856002807617, 1709260359079495039, 
0.5952044725418091, 0.6456458568572998, 0.6414389610290527, 1709260359179488590, 
0.5966175198554993, 0.653107225894928, 0.639475405216217, 1709260359219632259, 
0.600713849067688, 0.6723614931106567, 0.6328917145729065, 1709260359320123017, 
0.6077195405960083, 0.70313560962677, 0.6262280344963074, 1709260359479496036, 
0.6095088720321655, 0.7132095098495483, 0.6318591833114624, 1709260359529508638, 
0.6126226782798767, 0.730322539806366, 0.6411113142967224, 1709260359619446801, 
0.6166474223136902, 0.7506684064865112, 0.638208270072937, 1709260359720095412, 
0.6234070658683777, 0.7807567119598389, 0.6248303651809692, 1709260359880496675, 
0.625860333442688, 0.7902195453643799, 0.6215103268623352, 1709260359929508432, 
0.6302993893623352, 0.8073795437812805, 0.6147555708885193, 1709260360020453530, 
